run_ts,market,timeframe,rsi_period,lower,upper,strategy,total_trades,total_pnl_pct,avg_pnl_pct,win_rate_pct,max_drawdown_pct,regime,volatility,trend_slope,bars,start_time,end_time
2025-10-31T13:28:03.872549,BNBUSDT1,5m,7,30,,Mean Reversion,22,3.3492448832879247,0.15223840378581477,72.72727272727273,-3.4865178312554383,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:03.921418,BNBUSDT1,5m,7,25,,Mean Reversion,13,2.0365265615426544,0.15665588934943495,61.53846153846154,-2.8583926405095115,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:03.966301,BNBUSDT1,5m,7,20,,Mean Reversion,11,5.253752589529851,0.477613871775441,72.72727272727273,-2.6182988371242417,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:03.996257,BNBUSDT1,5m,7,15,,Mean Reversion,3,-1.4303097028760459,-0.47676990095868194,33.33333333333333,-0.49588113226192027,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.041097,BNBUSDT1,5m,7,,70,Overbought Reversal,23,4.665015439969689,0.20282675825955168,69.56521739130434,-1.869123010134114,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.073011,BNBUSDT1,5m,7,,75,Overbought Reversal,18,6.403563846795517,0.35575354704419543,72.22222222222221,-1.3765575169724418,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.091959,BNBUSDT1,5m,7,,80,Overbought Reversal,9,4.070661026790602,0.45229566964340023,55.55555555555556,-0.9001586452919054,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.110910,BNBUSDT1,5m,7,,85,Overbought Reversal,3,1.8745690532806472,0.6248563510935491,66.66666666666666,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.163766,BNBUSDT1,5m,7,,,Trend-follow RSI,93,-6.633926903567236,-0.07133254735018534,23.655913978494624,-9.618320734608412,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.190694,BNBUSDT1,5m,14,30,,Mean Reversion,8,-0.2947809701036759,-0.036847621262959485,62.5,-1.944525707598917,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.210155,BNBUSDT1,5m,14,25,,Mean Reversion,3,0.25668555767744516,0.08556185255914839,66.66666666666666,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.229107,BNBUSDT1,5m,14,20,,Mean Reversion,2,-1.1664850238137554,-0.5832425119068777,50.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.246092,BNBUSDT1,5m,14,15,,Mean Reversion,1,-1.8007652339077178,-1.8007652339077178,0.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.266039,BNBUSDT1,5m,14,,70,Overbought Reversal,8,8.01167989242326,1.0014599865529075,87.5,-0.22061974090852557,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.282960,BNBUSDT1,5m,14,,75,Overbought Reversal,4,6.1806541112957145,1.5451635278239286,100.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.304044,BNBUSDT1,5m,14,,80,Overbought Reversal,1,1.3817178813084685,1.3817178813084685,100.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.316904,BNBUSDT1,5m,14,,85,Overbought Reversal,0,0.0,0.0,0.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.376742,BNBUSDT1,5m,14,,,Trend-follow RSI,74,-8.903112332586623,-0.12031232881873816,20.27027027027027,-10.165071735986904,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.400676,BNBUSDT1,5m,21,30,,Mean Reversion,4,3.1339774304401695,0.7834943576100424,75.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.431597,BNBUSDT1,5m,21,25,,Mean Reversion,2,0.6163652026125583,0.30818260130627917,50.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.459487,BNBUSDT1,5m,21,20,,Mean Reversion,1,-1.2437333917760085,-1.2437333917760085,0.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.479433,BNBUSDT1,5m,21,15,,Mean Reversion,1,-1.2437333917760085,-1.2437333917760085,0.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.510396,BNBUSDT1,5m,21,,70,Overbought Reversal,3,2.7501689471698088,0.9167229823899362,100.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.525389,BNBUSDT1,5m,21,,75,Overbought Reversal,1,0.8300650777916743,0.8300650777916743,100.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.547297,BNBUSDT1,5m,21,,80,Overbought Reversal,0,0.0,0.0,0.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.559265,BNBUSDT1,5m,21,,85,Overbought Reversal,0,0.0,0.0,0.0,0.0,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.603585,BNBUSDT1,5m,21,,,Trend-follow RSI,54,-6.501136088709542,-0.1203914090501767,16.666666666666664,-8.349766181090091,trending,0.0029803560749474575,0.0005354501675852898,999,2025-10-21T00:45:00,2025-10-31T10:15:00
2025-10-31T13:28:04.679419,BNBUSDT,1h,7,30,,Mean Reversion,20,-2.5804700046158917,-0.1290235002307946,65.0,-10.917570681943968,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.708307,BNBUSDT,1h,7,25,,Mean Reversion,14,3.09497691345445,0.2210697795324607,64.28571428571429,-8.918343553558165,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.733241,BNBUSDT,1h,7,20,,Mean Reversion,9,12.441334086688437,1.382370454076493,77.77777777777779,-1.5721720076691457,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.754220,BNBUSDT,1h,7,15,,Mean Reversion,4,8.721965822790631,2.180491455697658,100.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.781114,BNBUSDT,1h,7,,70,Overbought Reversal,24,-20.228895697088117,-0.8428706540453382,62.5,-20.7504017158604,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.810651,BNBUSDT,1h,7,,75,Overbought Reversal,18,-16.39594353448369,-0.9108857519157605,55.55555555555556,-17.389172046945447,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.840568,BNBUSDT,1h,7,,80,Overbought Reversal,11,-20.021765821062235,-1.8201605291874758,36.36363636363637,-16.09120701521089,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.867497,BNBUSDT,1h,7,,85,Overbought Reversal,9,-13.633306490246598,-1.514811832249622,33.33333333333333,-8.69741532626541,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.935277,BNBUSDT,1h,7,,,Trend-follow RSI,86,8.200509268299738,0.09535475893371789,30.23255813953488,-10.779282185218616,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.965165,BNBUSDT,1h,14,30,,Mean Reversion,7,10.769778615183096,1.5385398021690138,71.42857142857143,-3.4331041266540776,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:04.985110,BNBUSDT,1h,14,25,,Mean Reversion,3,13.607478372203687,4.535826124067896,100.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.010107,BNBUSDT,1h,14,20,,Mean Reversion,1,6.174945611025372,6.174945611025372,100.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.030052,BNBUSDT,1h,14,15,,Mean Reversion,0,0.0,0.0,0.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.046009,BNBUSDT,1h,14,,70,Overbought Reversal,8,-20.007075978782993,-2.500884497347874,37.5,-17.52456563227444,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.064960,BNBUSDT,1h,14,,75,Overbought Reversal,6,-13.771619454027451,-2.2952699090045754,33.33333333333333,-14.183989248969919,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.086901,BNBUSDT,1h,14,,80,Overbought Reversal,4,-1.707301031031216,-0.426825257757804,75.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.109853,BNBUSDT,1h,14,,85,Overbought Reversal,1,-6.1037639877924725,-6.1037639877924725,0.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.161714,BNBUSDT,1h,14,,,Trend-follow RSI,62,-3.5576972761936436,-0.057382214132155544,19.35483870967742,-10.945230810492486,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.186680,BNBUSDT,1h,21,30,,Mean Reversion,2,10.72943638010113,5.364718190050565,100.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.208712,BNBUSDT,1h,21,25,,Mean Reversion,1,6.174945611025372,6.174945611025372,100.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.226540,BNBUSDT,1h,21,20,,Mean Reversion,0,0.0,0.0,0.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.238508,BNBUSDT,1h,21,15,,Mean Reversion,0,0.0,0.0,0.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.253468,BNBUSDT,1h,21,,70,Overbought Reversal,6,-4.165044166606725,-0.6941740277677875,33.33333333333333,-10.954060336915584,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.278431,BNBUSDT,1h,21,,75,Overbought Reversal,3,-4.444871961428335,-1.4816239871427783,33.33333333333333,-3.7743682310469158,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.301374,BNBUSDT,1h,21,,80,Overbought Reversal,1,-4.753814852492373,-4.753814852492373,0.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.319863,BNBUSDT,1h,21,,85,Overbought Reversal,1,-4.753814852492373,-4.753814852492373,0.0,0.0,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.360713,BNBUSDT,1h,21,,,Trend-follow RSI,44,4.905282630402487,0.11148369614551107,25.0,-6.7513551264096,trending,0.00680746508936272,-0.0006763795866671829,999,2025-09-19T20:00:00,2025-10-31T10:00:00
2025-10-31T13:28:05.410581,BNBUSDT,1m,7,30,,Mean Reversion,23,1.2154201835482223,0.05284435580644445,69.56521739130434,-0.43179606375841906,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.432524,BNBUSDT,1m,7,25,,Mean Reversion,14,1.1538783470881233,0.08241988193486595,71.42857142857143,-0.4317960637584052,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.450474,BNBUSDT,1m,7,20,,Mean Reversion,9,0.8100631682101537,0.09000701869001708,66.66666666666666,-0.4317960637584174,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.477432,BNBUSDT,1m,7,15,,Mean Reversion,4,0.5249064025308154,0.13122660063270386,75.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.508859,BNBUSDT,1m,7,,70,Overbought Reversal,27,0.2727304020080811,0.010101126000299299,59.25925925925925,-1.0069510548482732,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.528793,BNBUSDT,1m,7,,75,Overbought Reversal,20,0.5169982212311505,0.025849911061557523,65.0,-0.8135109497726856,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.552877,BNBUSDT,1m,7,,80,Overbought Reversal,13,0.9206586582396062,0.07081989678766201,69.23076923076923,-0.46060686438783305,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.586638,BNBUSDT,1m,7,,85,Overbought Reversal,5,0.45302075180874474,0.09060415036174894,60.0,-0.36769032726661566,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.674926,BNBUSDT,1m,7,,,Trend-follow RSI,88,-1.3836069361860477,-0.01572280609302327,26.136363636363637,-2.082490389903826,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.753491,BNBUSDT,1m,14,30,,Mean Reversion,5,0.4402863693979357,0.08805727387958714,60.0,-0.31734451942368735,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.806184,BNBUSDT,1m,14,25,,Mean Reversion,3,0.36533421316676273,0.12177807105558758,66.66666666666666,-0.1370338564981433,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.838435,BNBUSDT,1m,14,20,,Mean Reversion,2,1.3504092923490179,0.6752046461745089,100.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.869214,BNBUSDT,1m,14,15,,Mean Reversion,0,0.0,0.0,0.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.903125,BNBUSDT,1m,14,,70,Overbought Reversal,8,-0.532538917354971,-0.06656736466937138,62.5,-1.5406212862164728,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.937082,BNBUSDT,1m,14,,75,Overbought Reversal,3,-0.6421915580533649,-0.21406385268445496,33.33333333333333,-0.7568937960428416,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:05.968000,BNBUSDT,1m,14,,80,Overbought Reversal,2,-0.9171148341167401,-0.45855741705837005,0.0,-0.5859643652969769,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:06.014980,BNBUSDT,1m,14,,85,Overbought Reversal,0,0.0,0.0,0.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:06.113076,BNBUSDT,1m,14,,,Trend-follow RSI,65,-1.7790920371664247,-0.027370646725637302,20.0,-2.318023569097437,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:06.180892,BNBUSDT,1m,21,30,,Mean Reversion,3,0.7647292771273839,0.2549097590424613,66.66666666666666,-0.014810563634496494,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:06.231031,BNBUSDT,1m,21,25,,Mean Reversion,1,1.1776072856678377,1.1776072856678377,100.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:06.283883,BNBUSDT,1m,21,20,,Mean Reversion,0,0.0,0.0,0.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
2025-10-31T13:28:06.321785,BNBUSDT,1m,21,15,,Mean Reversion,0,0.0,0.0,0.0,0.0,ranging,0.0007905033629331192,-9.464689820207626e-05,999,2025-10-30T17:49:00,2025-10-31T10:27:00
