entry_time,exit_time,entry_price,exit_price,side,pnl_pct,cumulative_pnl_pct
2025-08-22 04:25:00+00:00,2025-08-22 05:20:00+00:00,63.470001220703125,63.470001220703125,short,0.0,0.0
2025-08-22 06:00:00+00:00,2025-08-22 06:40:00+00:00,63.63999938964844,63.59999847412109,short,0.06285499043209816,0.06285499043209816
2025-08-22 11:05:00+00:00,2025-08-22 12:05:00+00:00,63.709999084472656,63.630001068115234,short,0.12556587271544778,0.18842086314754594
2025-08-25 06:25:00+00:00,2025-08-25 06:40:00+00:00,63.869998931884766,63.7400016784668,short,0.2035341405854829,0.39195500373302883
2025-08-25 10:35:00+00:00,2025-08-25 11:40:00+00:00,64.16999816894531,64.11000061035156,short,0.09349783435522281,0.4854528380882516
2025-08-25 13:25:00+00:00,2025-08-25 17:05:00+00:00,64.31999969482422,64.97000122070312,short,-1.0105745164224733,-0.5251216783342216
2025-08-26 14:05:00+00:00,2025-08-26 14:50:00+00:00,64.06999969482422,63.959999084472656,short,0.17168817055644328,-0.3534335077777784
2025-08-26 23:00:00+00:00,2025-08-26 23:55:00+00:00,63.45000076293945,63.41999816894531,short,0.04728541155773296,-0.3061480962200454
2025-08-27 11:35:00+00:00,2025-08-27 13:05:00+00:00,63.34999847412109,63.45000076293945,short,-0.15785681330239984,-0.4640049095224452
2025-08-27 14:30:00+00:00,2025-08-27 15:10:00+00:00,64.0,63.7400016784668,short,0.4062473773956299,-0.057757532126815336
2025-08-28 07:40:00+00:00,2025-08-28 07:55:00+00:00,63.97999954223633,63.77999877929688,short,0.3125988814792281,0.25484134935241276
2025-08-28 11:30:00+00:00,2025-08-28 12:00:00+00:00,64.11000061035156,64.02999877929688,short,0.1247883798050845,0.37962972915749726
2025-08-28 17:45:00+00:00,2025-08-28 18:45:00+00:00,63.970001220703125,64.36000061035156,short,-0.6096598127345648,-0.23003008357706756
2025-09-02 04:00:00+00:00,2025-09-02 06:15:00+00:00,64.95999908447266,64.88999938964844,short,0.10775815241806358,-0.12227193115900398
2025-09-02 07:05:00+00:00,2025-09-02 10:20:00+00:00,65.23999786376953,65.86000061035156,short,-0.9503414575161174,-1.0726133886751215
2025-09-03 15:50:00+00:00,2025-09-03 16:20:00+00:00,64.43000030517578,64.22000122070312,short,0.32593370088155443,-0.7466796877935671
2025-09-04 15:30:00+00:00,2025-09-04 15:40:00+00:00,63.63999938964844,63.459999084472656,short,0.2828414627625841,-0.463838225030983
2025-09-05 18:45:00+00:00,2025-09-05 19:30:00+00:00,62.040000915527344,61.95000076293945,short,0.14506794206923587,-0.31877028296174714
2025-09-07 23:55:00+00:00,2025-09-08 00:45:00+00:00,62.220001220703125,62.15999984741211,short,0.0964342206908391,-0.22233606227090805
2025-09-08 01:05:00+00:00,2025-09-08 03:35:00+00:00,62.36000061035156,62.59999847412109,short,-0.38485866167500526,-0.6071947239459133
2025-09-08 05:45:00+00:00,2025-09-08 07:20:00+00:00,62.790000915527344,62.900001525878906,short,-0.1751881012066691,-0.7823828251525824
2025-09-08 09:10:00+00:00,2025-09-08 10:25:00+00:00,63.09999847412109,63.06999969482422,short,0.04754164821283024,-0.7348411769397521
2025-09-09 02:15:00+00:00,2025-09-09 03:15:00+00:00,62.58000183105469,62.560001373291016,short,0.03195982291222442,-0.7028813540275277
2025-09-09 04:40:00+00:00,2025-09-09 05:30:00+00:00,62.70000076293945,62.68000030517578,short,0.03189865633222399,-0.6709826976953037
2025-09-09 07:25:00+00:00,2025-09-09 07:45:00+00:00,62.97999954223633,62.83000183105469,short,0.2381672154205837,-0.43281548227472
2025-09-09 08:30:00+00:00,2025-09-09 08:50:00+00:00,63.130001068115234,63.0,short,0.20592597167069177,-0.22688951060402823
2025-09-09 12:20:00+00:00,2025-09-09 12:35:00+00:00,62.959999084472656,62.83000183105469,short,0.2064759455341685,-0.020413565069859724
2025-09-09 13:00:00+00:00,2025-09-09 13:35:00+00:00,63.36000061035156,63.04999923706055,short,0.4892698394961324,0.46885627442627265
2025-09-09 22:45:00+00:00,2025-09-09 23:55:00+00:00,62.90999984741211,63.02000045776367,short,-0.17485393517464384,0.2940023392516288
2025-09-10 02:05:00+00:00,2025-09-10 02:40:00+00:00,63.20000076293945,63.119998931884766,short,0.12658517419132795,0.42058751344295675
2025-09-10 16:00:00+00:00,2025-09-10 17:00:00+00:00,64.04000091552734,63.86000061035156,short,0.2810748010656849,0.7016623145086416
2025-09-12 08:10:00+00:00,2025-09-12 09:55:00+00:00,62.16999816894531,62.56999969482422,short,-0.6433996101976918,0.05826270431094982
2025-09-12 10:50:00+00:00,2025-09-12 12:30:00+00:00,62.97999954223633,63.38999938964844,short,-0.6510000800129425,-0.5927373757019927
2025-09-15 00:00:00+00:00,2025-09-15 03:00:00+00:00,62.7400016784668,62.9900016784668,short,-0.3984698650172388,-0.9912072407192315
2025-09-15 03:20:00+00:00,2025-09-15 04:05:00+00:00,63.11000061035156,63.060001373291016,short,0.07922553727934174,-0.9119817034398897
2025-09-15 06:05:00+00:00,2025-09-15 06:25:00+00:00,63.22999954223633,63.11000061035156,short,0.18978164281751866,-0.7222000606223711
2025-09-15 13:15:00+00:00,2025-09-15 15:00:00+00:00,63.2599983215332,63.310001373291016,short,-0.07904371338054851,-0.8012437740029196
2025-09-16 01:05:00+00:00,2025-09-16 02:30:00+00:00,63.41999816894531,63.43999862670898,short,-0.03153651583272725,-0.8327802898356468
2025-09-16 11:00:00+00:00,2025-09-16 13:55:00+00:00,63.38999938964844,64.08000183105469,short,-1.088503625256269,-1.9212839150919159
2025-09-16 17:25:00+00:00,2025-09-16 18:00:00+00:00,64.70999908447266,64.61000061035156,short,0.15453326462044203,-1.7667506504714738
2025-09-17 06:00:00+00:00,2025-09-17 06:15:00+00:00,64.5199966430664,64.3499984741211,short,0.2634813666928193,-1.5032692837786545
2025-09-17 11:55:00+00:00,2025-09-17 12:35:00+00:00,64.22000122070312,64.19000244140625,short,0.046712517481553785,-1.4565567662971008
2025-09-18 03:10:00+00:00,2025-09-18 04:15:00+00:00,63.90999984741211,63.880001068115234,short,0.046939100873882623,-1.4096176654232182
2025-09-18 08:20:00+00:00,2025-09-18 09:00:00+00:00,64.0,64.0,short,0.0,-1.4096176654232182
2025-09-18 11:30:00+00:00,2025-09-18 12:30:00+00:00,64.29000091552734,64.31999969482422,short,-0.04666165635351498,-1.4562793217767331
2025-09-18 18:55:00+00:00,2025-09-18 20:15:00+00:00,63.72999954223633,63.650001525878906,short,0.12552646623573896,-1.3307528555409942
2025-09-19 11:15:00+00:00,2025-09-19 11:50:00+00:00,63.34999847412109,63.29999923706055,short,0.07892539584032476,-1.2518274597006696
2025-09-22 03:30:00+00:00,2025-09-22 09:25:00+00:00,63.08000183105469,62.68999862670898,short,0.6182675856450423,-0.6335598740556273
2025-09-22 17:25:00+00:00,2025-09-22 18:05:00+00:00,62.75,62.540000915527344,short,0.3346598955739542,-0.2988999784816731
2025-09-23 06:30:00+00:00,2025-09-23 06:35:00+00:00,62.130001068115234,61.97999954223633,short,0.24143171302130587,-0.057468265460367235
2025-09-23 09:15:00+00:00,2025-09-23 11:40:00+00:00,62.52000045776367,62.900001525878906,short,-0.6078072062266695,-0.6652754716870367
2025-09-23 14:00:00+00:00,2025-09-23 15:50:00+00:00,63.380001068115234,63.59999847412109,short,-0.34710855521983736,-1.012384026906874
2025-09-23 18:55:00+00:00,2025-09-23 20:10:00+00:00,63.54999923706055,63.63999938964844,short,-0.14162101285345902,-1.154005039760333
2025-09-23 22:35:00+00:00,2025-09-23 23:20:00+00:00,63.81999969482422,63.77000045776367,short,0.07834415120594525,-1.0756608885543877
2025-09-24 07:35:00+00:00,2025-09-24 08:05:00+00:00,63.709999084472656,63.66999816894531,short,0.06278593015565236,-1.0128749583987353
2025-09-24 10:05:00+00:00,2025-09-24 11:30:00+00:00,63.91999816894531,64.02999877929688,short,-0.17209107243842953,-1.1849660308371648
2025-09-24 12:30:00+00:00,2025-09-24 12:55:00+00:00,64.38999938964844,64.23999786376953,short,0.23295779981482811,-0.9520082310223367
2025-09-24 17:15:00+00:00,2025-09-24 17:55:00+00:00,65.0,64.91000366210938,short,0.1384559044471154,-0.8135523265752213
2025-09-25 22:45:00+00:00,2025-09-26 00:25:00+00:00,65.31999969482422,64.9800033569336,short,0.5205087867101834,-0.29304353986503784
2025-09-26 06:40:00+00:00,2025-09-26 06:50:00+00:00,65.37000274658203,65.20999908447266,short,0.24476618538575942,-0.04827735447927842
2025-09-26 12:45:00+00:00,2025-09-26 15:50:00+00:00,65.23999786376953,66.18000030517578,short,-1.4408376336386612,-1.4891149881179397
2025-09-29 18:25:00+00:00,2025-09-29 18:55:00+00:00,63.47999954223633,63.220001220703125,short,0.4095751786516848,-1.079539809466255
2025-09-30 15:40:00+00:00,2025-09-30 16:45:00+00:00,62.97999954223633,62.709999084472656,short,0.42870825615456104,-0.650831553311694
2025-10-01 05:05:00+00:00,2025-10-01 05:25:00+00:00,62.619998931884766,62.56999969482422,short,0.07984547734491948,-0.5709860759667744
2025-10-01 19:20:00+00:00,2025-10-01 19:50:00+00:00,62.02000045776367,61.970001220703125,short,0.08061792436553904,-0.49036815160123537
2025-10-02 00:00:00+00:00,2025-10-02 00:40:00+00:00,62.22999954223633,61.93999862670898,short,0.4660146515516578,-0.024353500049577592
2025-10-02 02:30:00+00:00,2025-10-02 03:00:00+00:00,62.20000076293945,62.130001068115234,short,0.11253970090933918,0.08818620085976159
2025-10-02 20:00:00+00:00,2025-10-02 20:50:00+00:00,60.70000076293945,60.650001525878906,short,0.08237106496228258,0.17055726582204417
2025-10-03 01:05:00+00:00,2025-10-03 01:25:00+00:00,60.79999923706055,60.709999084472656,short,0.1480265686138877,0.31858383443593186
2025-10-03 03:05:00+00:00,2025-10-03 05:45:00+00:00,60.810001373291016,60.91999816894531,short,-0.1808860272491454,0.13769780718678645
2025-10-03 06:05:00+00:00,2025-10-03 06:30:00+00:00,61.09000015258789,60.97999954223633,short,0.18006320195908962,0.31776100914587607
2025-10-06 04:10:00+00:00,2025-10-06 05:10:00+00:00,61.83000183105469,61.630001068115234,short,0.323468796727418,0.6412298058732941
2025-10-06 07:00:00+00:00,2025-10-06 07:30:00+00:00,61.9900016784668,61.720001220703125,short,0.43555484828686625,1.0767846541601604
2025-10-06 13:55:00+00:00,2025-10-06 14:30:00+00:00,61.900001525878906,61.560001373291016,short,0.5492732539687333,1.6260579081288937
2025-10-07 02:35:00+00:00,2025-10-07 03:30:00+00:00,61.880001068115234,61.880001068115234,short,0.0,1.6260579081288937
2025-10-07 06:00:00+00:00,2025-10-07 06:20:00+00:00,61.93999862670898,61.84999847412109,short,0.14530215463886353,1.7713600627677573
2025-10-07 17:50:00+00:00,2025-10-07 20:15:00+00:00,61.70000076293945,62.0099983215332,short,-0.5024271552034604,1.268932907564297
2025-10-08 02:20:00+00:00,2025-10-08 02:50:00+00:00,62.33000183105469,62.2599983215332,short,0.11231109813092692,1.381244005695224
2025-10-09 05:30:00+00:00,2025-10-09 07:50:00+00:00,62.34000015258789,62.63999938964844,short,-0.48123072878769174,0.9000132769075322
2025-10-13 00:00:00+00:00,2025-10-13 00:10:00+00:00,59.66999816894531,59.4900016784668,short,0.3016532528941707,1.2016665298017029
2025-10-13 01:50:00+00:00,2025-10-13 02:50:00+00:00,59.970001220703125,59.869998931884766,short,0.16675385489876582,1.3684203847004688
2025-10-14 00:15:00+00:00,2025-10-14 00:45:00+00:00,59.75,59.720001220703125,short,0.05020716200313807,1.418627546703607
2025-10-15 02:20:00+00:00,2025-10-15 02:30:00+00:00,58.7400016784668,58.61000061035156,short,0.22131607831208286,1.6399436250156898
2025-10-15 12:15:00+00:00,2025-10-15 13:25:00+00:00,59.16999816894531,59.150001525878906,short,0.03379524029950242,1.6737388653151921
2025-10-15 20:25:00+00:00,2025-10-15 22:30:00+00:00,58.72999954223633,58.75,short,-0.0340549257952715,1.6396839395199205
2025-10-16 00:05:00+00:00,2025-10-16 00:30:00+00:00,58.90999984741211,58.790000915527344,short,0.20369874757356177,1.8433826870934822
2025-10-16 07:50:00+00:00,2025-10-16 08:05:00+00:00,59.0099983215332,58.84999847412109,short,0.27114023379616214,2.1145229208896446
2025-10-17 11:10:00+00:00,2025-10-17 13:00:00+00:00,57.47999954223633,57.31999969482422,short,0.2783574263854011,2.3928803472750455
2025-10-20 17:10:00+00:00,2025-10-20 17:25:00+00:00,57.310001373291016,57.04999923706055,short,0.45367672308526796,2.8465570703603134
2025-10-21 10:10:00+00:00,2025-10-21 11:50:00+00:00,58.04999923706055,57.91999816894531,short,0.22394671804274288,3.070503788403056
2025-10-21 12:40:00+00:00,2025-10-21 13:00:00+00:00,58.27000045776367,57.90999984741211,short,0.6178146688234621,3.688318457226518
2025-10-21 15:25:00+00:00,2025-10-21 17:00:00+00:00,57.95000076293945,57.59999847412109,short,0.6039728804321296,4.292291337658648
2025-10-22 08:45:00+00:00,2025-10-22 09:05:00+00:00,58.38999938964844,58.18000030517578,short,0.35964906091416327,4.651940398572812
2025-10-22 11:30:00+00:00,2025-10-22 11:45:00+00:00,58.5,58.29999923706055,short,0.3418816460503472,4.993822044623159
2025-10-22 19:05:00+00:00,2025-10-22 20:00:00+00:00,58.83000183105469,59.130001068115234,short,-0.5099425934441937,4.483879451178965
2025-10-22 23:10:00+00:00,2025-10-23 00:45:00+00:00,60.15999984741211,60.06999969482422,short,0.1496013178460175,4.633480769024983
2025-10-23 04:40:00+00:00,2025-10-23 06:05:00+00:00,60.58000183105469,60.63999938964844,short,-0.0990385552662593,4.534442213758724
2025-10-23 08:35:00+00:00,2025-10-23 10:25:00+00:00,61.040000915527344,61.540000915527344,short,-0.8191349811608705,3.7153072325978536
2025-10-23 15:55:00+00:00,2025-10-23 17:05:00+00:00,62.040000915527344,61.650001525878906,short,0.6286256993765269,4.343932931974381
2025-10-24 07:30:00+00:00,2025-10-24 08:40:00+00:00,61.75,61.900001525878906,short,-0.24291745081604252,4.101015481158338
2025-10-24 11:15:00+00:00,2025-10-24 12:05:00+00:00,62.13999938964844,62.13999938964844,short,0.0,4.101015481158338
2025-10-24 14:10:00+00:00,2025-10-24 14:15:00+00:00,62.290000915527344,62.040000915527344,short,0.401348525165427,4.5023640063237655
2025-10-26 22:00:00+00:00,2025-10-26 23:20:00+00:00,61.959999084472656,61.95000076293945,short,0.016136736089314648,4.51850074241308
2025-10-27 04:50:00+00:00,2025-10-27 06:35:00+00:00,61.7400016784668,61.77000045776367,short,-0.048588886429100545,4.469911855983979
2025-10-27 11:30:00+00:00,2025-10-27 12:05:00+00:00,61.34999847412109,61.25,short,0.16299670188788745,4.6329085578718665
2025-10-27 13:00:00+00:00,2025-10-27 13:20:00+00:00,61.79999923706055,61.470001220703125,short,0.5339773793387476,5.166885937210614
2025-10-27 20:15:00+00:00,2025-10-27 20:50:00+00:00,61.58000183105469,61.52000045776367,short,0.0974364590888288,5.264322396299442
2025-10-28 20:30:00+00:00,2025-10-28 22:35:00+00:00,60.209999084472656,60.150001525878906,short,0.09964716742409412,5.363969563723536
2025-10-29 07:05:00+00:00,2025-10-29 07:25:00+00:00,60.43000030517578,60.2400016784668,short,0.3144110967226177,5.6783806604461535
2025-10-29 09:45:00+00:00,2025-10-29 11:55:00+00:00,60.310001373291016,60.380001068115234,short,-0.11606647857782827,5.5623141818683255
2025-10-29 14:35:00+00:00,2025-10-29 16:30:00+00:00,60.65999984741211,60.79999923706055,short,-0.23079358720837548,5.33152059465995
2025-10-30 00:00:00+00:00,2025-10-30 01:00:00+00:00,60.40999984741211,60.33000183105469,short,0.13242512259474687,5.463945717254697
2025-10-30 14:45:00+00:00,2025-10-30 15:55:00+00:00,60.5099983215332,60.45000076293945,short,0.0991531321401461,5.5630988493948434
2025-10-31 01:10:00+00:00,2025-10-31 01:35:00+00:00,60.38999938964844,60.29999923706055,short,0.14903155074930788,5.712130400144152
2025-10-31 07:25:00+00:00,2025-10-31 08:25:00+00:00,60.38999938964844,60.380001068115234,short,0.016556253741106936,5.7286866538852586
