entry_time,exit_time,entry_price,exit_price,side,pnl_pct,cumulative_pnl_pct
2025-08-10 23:10:00+00:00,2025-08-10 23:45:00+00:00,1.1650937795639038,1.1650937795639038,short,0.0,0.0
2025-08-11 01:50:00+00:00,2025-08-11 04:40:00+00:00,1.1661807298660278,1.1675423383712769,short,-0.11675793214362637,-0.11675793214362637
2025-08-11 16:20:00+00:00,2025-08-11 16:30:00+00:00,1.161440134048462,1.161035656929016,short,0.03482548153697138,-0.081932450606655
2025-08-11 20:20:00+00:00,2025-08-11 21:10:00+00:00,1.1617100238800049,1.1618449687957764,short,-0.011616058482544614,-0.09354850908919961
2025-08-11 23:25:00+00:00,2025-08-12 00:05:00+00:00,1.1619800329208374,1.1618449687957764,short,0.011623618412919555,-0.08192489067628006
2025-08-12 01:40:00+00:00,2025-08-12 02:10:00+00:00,1.1627906560897827,1.16225004196167,short,0.046492816680412885,-0.035432073995867175
2025-08-12 04:50:00+00:00,2025-08-12 05:15:00+00:00,1.163061261177063,1.16225004196167,short,0.06974862309248278,0.034316549096615606
2025-08-12 07:45:00+00:00,2025-08-12 08:05:00+00:00,1.1626555919647217,1.1621150970458984,short,0.04648796449771364,0.08080451359432925
2025-08-12 12:30:00+00:00,2025-08-12 13:05:00+00:00,1.1637378931045532,1.163061261177063,short,0.0581429831837094,0.13894749677803864
2025-08-12 15:25:00+00:00,2025-08-12 15:55:00+00:00,1.1690436601638794,1.1676785945892334,short,0.11676771545509582,0.2557152122331344
2025-08-13 01:00:00+00:00,2025-08-13 01:20:00+00:00,1.1686338186264038,1.1682243347167969,short,0.03503953959575082,0.2907547518288852
2025-08-13 06:20:00+00:00,2025-08-13 10:05:00+00:00,1.1690436601638794,1.1727453470230105,short,-0.3166423107424551,-0.025887558913569864
2025-08-13 14:20:00+00:00,2025-08-13 15:00:00+00:00,1.1719207763671875,1.171783447265625,short,0.01171829225420882,-0.014169266659361043
2025-08-13 20:25:00+00:00,2025-08-13 21:00:00+00:00,1.170823097229004,1.1706860065460205,short,0.011708915147630075,-0.002460351511730968
2025-08-13 23:25:00+00:00,2025-08-14 00:20:00+00:00,1.1713716983795166,1.1713716983795166,short,0.0,-0.002460351511730968
2025-08-14 10:25:00+00:00,2025-08-14 11:15:00+00:00,1.169864296913147,1.1693171262741089,short,0.04677214617813993,0.04431179466640896
2025-08-14 19:05:00+00:00,2025-08-14 19:50:00+00:00,1.164958119392395,1.164958119392395,short,0.0,0.04431179466640896
2025-08-15 03:35:00+00:00,2025-08-15 03:50:00+00:00,1.1665889024734497,1.1663167476654053,short,0.02332910997759363,0.06764090464400259
2025-08-15 06:00:00+00:00,2025-08-15 06:20:00+00:00,1.1675423383712769,1.1671334505081177,short,0.03502124503078653,0.10266214967478912
2025-08-15 07:05:00+00:00,2025-08-15 08:20:00+00:00,1.1682243347167969,1.1682243347167969,short,0.0,0.10266214967478912
2025-08-15 09:10:00+00:00,2025-08-15 10:20:00+00:00,1.1690436601638794,1.168770432472229,short,0.023371897984724447,0.12603404765951357
2025-08-15 14:00:00+00:00,2025-08-15 15:10:00+00:00,1.1715089082717896,1.1709601879119873,short,0.046838769720643325,0.1728728173801569
2025-08-15 20:10:00+00:00,2025-08-15 20:20:00+00:00,1.1710972785949707,1.1706860065460205,short,0.03511852144713553,0.20799133882729243
2025-08-17 23:00:00+00:00,2025-08-17 23:20:00+00:00,1.1713716983795166,1.170823097229004,short,0.04683407933379591,0.25482541816108834
